avg_rate,bayesaverage,category,classificationtype,family,geek_rate,id,maxplayers,maxplaytime,mechanism,minage,minplayers,minplaytime,num_votes,playingtime,title,type,usersrated,yearpublished
6.42,5.99324,"City Building,Puzzle",Family,Solitaire Games,5.993,38657,4,30,"Pattern Building,Tile Placement",8,1,15,1061,30,Cities,boardgame,1061,2008
6.35,5.99315,"Abstract Strategy,Ancient",Family,"Ancient Rome,Cities: Rome",5.993,20080,4,60,"Route/Network Building,Tile Placement",8,2,45,1419,60,Aqua Romana,boardgame,1419,2005
6.63,5.99277,Nautical,Family,Tilsit Collection,5.993,18289,5,45,"Action / Movement Programming,Commodity Speculation,Set Collection,Simultaneous Action Selection",10,3,45,755,45,Key Largo,boardgame,755,2005
6.79,5.99259,Medieval,Strategy,Cities: Jerusalem (Israel),5.993,63632,4,90,"Area Control / Area Influence,Auction/Bidding,Card Drafting,Worker Placement",12,2,90,654,90,Jerusalem,boardgame,654,2010
6.41,5.99247,"Science Fiction,Space Exploration,Territory Building","Family, Strategy",,5.992,141,5,60,"Area Control / Area Influence,Set Collection,Trading",10,3,60,1195,60,Andromeda,boardgame,1195,1999
6.65,5.9923,"Adventure,Electronic,Exploration,Fantasy,Fighting",Thematic,3D Games,5.992,30,4,90,"Area Movement,Press Your Luck",10,1,90,1061,90,Dark Tower,boardgame,1061,1981
6.66,5.99227,"Card Game,Nautical,World War II","Thematic, Wargames",,5.992,20079,7,120,"Card Drafting,Dice Rolling,Hand Management,Partnerships,Trick-taking",10,3,120,719,120,Pacific Typhoon,boardgame,719,2008
6.40,5.99208,"City Building,Economic,Exploration,Nautical,Science Fiction",Strategy,,5.992,3154,4,120,"Set Collection,Tile Placement",12,2,120,1252,120,Nautilus,boardgame,1252,2002
6.89,5.9918,"Card Game,Collectible Components,Fantasy,Novel-based",Customizable,"CCGs (Collectible Card Games),A Song of Ice and Fire",5.992,4286,5,30,Hand Management,0,2,30,595,30,A Game of Thrones Collectible Card Game,boardgame,595,2002
7.42,5.99103,"Collectible Components,Comic Book / Strip,Dice",Uncategorized,"CDGs (Collectible Dice Games),Comics: DC Universe,Dice Masters,Quarriors Pool Building system",5.991,173294,2,60,"Deck / Pool Building,Dice Rolling",14,2,60,344,60,DC Comics Dice Masters: War of Light,boardgame,344,2015
7.07,5.99098,"Wargame,World War II",Wargames,"Country: Germany,Magazine: Strategy & Tactics,Napoleon At Waterloo",5.991,3986,4,180,"Dice Rolling,Hex-and-Counter,Simulation",12,2,180,459,180,Battle for Germany,boardgame,459,1975
6.29,5.99098,Pirates,Family,Queen Small Box,5.991,22287,5,30,"Auction/Bidding,Memory",8,3,30,1551,30,Buccaneer,boardgame,1551,2006
7.56,5.99056,"Civilization,Dice,Economic,Exploration,Science Fiction",Uncategorized,,5.991,170199,4,150,"Action / Movement Programming,Dice Rolling,Grid Movement,Modular Board,Set Collection,Variable Player Powers",12,2,60,300,150,Solarius Mission,boardgame,300,2016
6.71,5.99049,Party Game,Family,Escape Room Games,5.990,193560,8,90,"Co-operative Play,Memory,Paper-and-Pencil,Pattern Recognition,Storytelling",10,3,90,673,90,Escape the Room: Mystery at the Stargazer's Manor,boardgame,673,2016
7.23,5.99037,"Card Game,Deduction,Movies / TV / Radio theme,Spies/Secret Agents",Uncategorized,Love Letter,5.990,198522,4,30,"Hand Management,Player Elimination",10,2,20,395,30,Archer: Once You Go Blackmail...,boardgame,395,2016
6.49,5.99024,"Dice,Fighting,Humor,Negotiation,Political","Party, Thematic","Admin: Better Description Needed!,Junta",5.990,84159,5,60,"Dice Rolling,Hand Management,Simultaneous Action Selection",10,3,45,1132,60,Junta: Viva el Presidente!,boardgame,1132,2010
7.27,5.98977,"Dice,Fantasy",Strategy,Food / Cooking,5.990,189067,6,120,"Dice Rolling,Set Collection,Worker Placement",13,1,60,430,120,Cavern Tavern,boardgame,430,2016
6.37,5.98924,"Adventure,Exploration,Fantasy",Family,"Admin: Better Description Needed!,Animals: Dragons",5.989,3452,5,45,"Dice Rolling,Roll / Spin and Move,Set Collection",10,2,45,1228,45,Emerald,boardgame,1228,2002
6.59,5.98919,"Ancient,Territory Building",Strategy,,5.989,5419,4,90,"Route/Network Building,Tile Placement",12,2,90,781,90,Magna Grecia,boardgame,781,2003
7.46,5.98748,"Ancient,Educational,Religious",Thematic,"Bible Games,Crowdfunding: Kickstarter",5.987,171479,6,60,"Area Movement,Co-operative Play,Deck / Pool Building,Set Collection,Variable Player Powers",13,2,60,336,60,Commissioned,boardgame,336,2016
7.54,5.98694,"Territory Building,World War I",Uncategorized,"Animals: Moles,Crowdfunding: Verkami",5.987,188314,4,90,"Area Control / Area Influence,Tile Placement",14,2,60,333,90,Topoum,boardgame,333,2016
6.23,5.98693,"Exploration,Nautical,Transportation","Family, Strategy","Country: French Polynesia,Oceanian Theme,Tropical theme",5.987,9028,6,45,"Area Control / Area Influence,Point to Point Movement,Tile Placement",10,2,45,2173,45,Tongiaki: Journey into the Unknown,boardgame,2173,2004
6.94,5.98691,Economic,"Family, Strategy","Country: Italy,Food / Cooking",5.987,91189,5,90,"Auction/Bidding,Card Drafting,Set Collection,Worker Placement",10,2,90,531,90,Ristorante Italia,boardgame,531,2011
8.73,5.98645,"Wargame,World War II",Wargames,"Solitaire Wargames,World War 2: Battle of the Bulge",5.986,68820,2,600,"Campaign / Battle Card Driven,Chit-Pull System,Hex-and-Counter",0,1,0,197,600,Enemy Action: Ardennes,boardgame,197,2015
6.87,5.98606,"Animals,Children's Game,Deduction,Electronic,Fantasy",Children's,"Animals: Cats,Animals: Dogs,Animals: Donkeys,Animals: Dragons,Animals: Goats,Animals: Horses,Animals: Owls,Animals: Snakes,Ghosts,Wer War's",5.986,33643,4,45,"Co-operative Play,Dice Rolling",6,2,30,526,45,Whoowasit?,boardgame,526,2007
6.52,5.98593,"Dice,Fantasy,Industry / Manufacturing",Thematic,Goblins,5.986,110524,4,60,"Dice Rolling,Partnerships,Tile Placement",13,2,60,890,60,"Goblins, Inc.",boardgame,890,2012
7.53,5.98589,"Civil War,Political,Wargame",Wargames,Russian Civil War,5.986,15826,2,360,"Campaign / Battle Card Driven,Hand Management,Point to Point Movement,Simulation",12,2,360,314,360,Triumph of Chaos,boardgame,314,2005
7.73,5.98559,"Wargame,World War II",Wargames,Country: Ukraine,5.986,3263,4,360,Hex-and-Counter,12,2,360,277,360,Ukraine '43,boardgame,277,2000
6.97,5.9855,"Civilization,Economic,Science Fiction,Space Exploration",Strategy,"4X games,Crowdfunding: Kickstarter",5.986,92666,6,180,"Area Control / Area Influence,Hand Management,Modular Board,Simultaneous Action Selection,Tile Placement",13,2,180,480,180,Hegemonic,boardgame,480,2013
7.55,5.98525,"Economic,Negotiation,Print & Play,Trains,Transportation",Strategy,"18xx,Cities: Bologna,Cities: Florence,Cities: Genova,Cities: Milan,Cities: Rome,Cities: Torino,Cities: Venice",5.985,5684,6,300,"Auction/Bidding,Route/Network Building,Stock Holding,Tile Placement",14,2,300,296,300,18EU,boardgame,296,2001
6.78,5.98496,"Card Game,Fighting,Science Fiction",Strategy,,5.985,65534,4,60,"Dice Rolling,Hand Management,Rock-Paper-Scissors,Secret Unit Deployment,Variable Player Powers",13,2,60,602,60,The Ares Project,boardgame,602,2011
6.40,5.98489,"Deduction,Fantasy,Humor,Party Game,Word Game","Family, Party",Play Dough/Clay Games,5.985,550,4,60,"Betting/Wagering,Roll / Spin and Move",12,3,60,1252,60,Barbarossa,boardgame,1252,1988
6.71,5.98436,"Puzzle,Real-time",Abstract,Crowdfunding: Kickstarter,5.984,109969,7,45,"Grid Movement,Modular Board,Variable Player Powers",8,2,45,649,45,Mutant Meeples,boardgame,649,2012
6.74,5.98418,"Wargame,World War II",Wargames,"Axis & Allies,World War 2: Battle of the Bulge",5.984,22457,2,180,"Area Movement,Dice Rolling",12,2,180,708,180,Axis & Allies: Battle of the Bulge,boardgame,708,2006
6.74,5.98365,"Adventure,Exploration,Fantasy,Fighting",Thematic,Dungeons & Dragons,5.984,17804,5,90,"Co-operative Play,Dice Rolling,Modular Board,Role Playing",12,2,90,677,90,Dungeons & Dragons Basic Game,boardgame,677,2004
6.88,5.98336,,"Family, Strategy",Climbing Games,5.983,19184,5,20,Hand Management,8,3,20,526,20,Lectio,boardgame,526,2004
7.03,5.98321,"Animals,Card Game,Educational,Environmental,Prehistoric","Family, Thematic",Evolution,5.983,201248,5,40,"Action Point Allowance System,Hand Management,Simulation",8,2,30,493,40,Evolution: The Beginning,boardgame,493,2016
6.43,5.98299,"Bluffing,Card Game,Fantasy",Family,"AEG: Big in Japan,AEG: Pocket Game,IELLO: Mini Games",5.983,135116,5,30,"Hand Management,Set Collection",8,3,20,1067,30,Rent a Hero,boardgame,1067,2012
6.41,5.98232,City Building,Strategy,Crowdfunding: Kickstarter,5.982,154259,2,25,Worker Placement,13,2,25,1110,25,Province,boardgame,1110,2014
6.40,5.98196,"Action / Dexterity,Party Game","Family, Party",,5.982,293,7,30,Press Your Luck,6,2,30,1179,30,Bamboleo,boardgame,1179,1996
6.48,5.98195,"Card Game,Educational,Trivia",Party,Timeline,5.982,128664,8,15,,8,2,15,969,15,Timeline,boardgame,969,2012
7.24,5.98127,"Miniatures,Science Fiction,Wargame","Thematic, Wargames",,5.981,3893,6,120,"Action / Movement Programming,Dice Rolling,Simultaneous Action Selection,Variable Player Powers",12,2,120,395,120,Full Thrust,boardgame,395,1992
6.68,5.98104,"Fantasy,Wargame",Wargames,"Fairies, Elves and Pixies,Pocket Battles",5.981,66081,2,20,Dice Rolling,8,2,20,733,20,Pocket Battles: Elves vs. Orcs,boardgame,733,2010
6.52,5.98069,"Adventure,Card Game,Exploration,Movies / TV / Radio theme,Science Fiction,Space Exploration","Customizable, Thematic","Star Trek,Star Trek Deck Building Game",5.981,98242,5,60,"Card Drafting,Co-operative Play,Deck / Pool Building,Partnerships",13,2,60,1045,60,Star Trek Deck Building Game: The Next Generation,boardgame,1045,2011
6.86,5.98047,"Action / Dexterity,Children's Game",Family,,5.980,152757,4,15,Line Drawing,6,1,15,517,15,Doodle Quest,boardgame,517,2014
6.52,5.98045,"Racing,Sports",Family,"Formula De/De mini/D,Sports: Auto Racing",5.980,6539,6,60,"Press Your Luck,Roll / Spin and Move",8,2,60,869,60,Formula Dé Mini,boardgame,869,2003
8.18,5.98041,"Wargame,World War II",Wargames,"Country: Russia,Operational Combat Series,Solitaire Games,Solitaire Wargames",5.980,29285,2,0,"Dice Rolling,Hex-and-Counter,Simulation",12,1,0,253,0,Case Blue,boardgame,253,2007
7.39,5.98025,"Wargame,World War II",Wargames,"Cities: Smolensk,Country: Russia,International Games Series,A Victory Lost Series",5.980,31954,2,360,"Chit-Pull System,Dice Rolling,Hex-and-Counter,Simulation",0,2,360,340,360,A Victory Denied,boardgame,340,2009
6.13,5.9802,"Party Game,Real-time,Word Game",Party,"Categories,Mensa Select,Promotional Board Games,Scattergories,Scrabble",5.980,2381,6,30,"Dice Rolling,Paper-and-Pencil",12,2,30,6053,30,Scattergories,boardgame,6053,1988
6.67,5.97967,Dice,Family,"Admin: Better Description Needed!,Animals: Apes / Monkeys,Animals: Mice",5.980,150146,4,30,"Deck / Pool Building,Dice Rolling,Modular Board,Roll / Spin and Move",14,2,15,672,30,Rattlebones,boardgame,672,2014
6.59,5.97954,"Industry / Manufacturing,Renaissance",Family,"Admin: Better Description Needed!,Crowdfunding: Kickstarter",5.980,172546,4,45,"Card Drafting,Dice Rolling,Set Collection",8,2,45,815,45,Parfum,boardgame,815,2015
7.63,5.97936,"Aviation / Flight,Wargame,World War II",Wargames,,5.979,17394,2,300,"Dice Rolling,Hex-and-Counter",12,2,300,309,300,The Burning Blue,boardgame,309,2006
6.31,5.97912,"American West,Bluffing,City Building",Family,,5.979,19,4,45,"Tile Placement,Voting",9,2,30,1470,45,Wacky Wacky West,boardgame,1470,1991
7.54,5.97912,"American Civil War,Wargame",Wargames,Great Campaigns of the American Civil War,5.979,4211,2,180,Hex-and-Counter,12,1,180,313,180,Stonewall Jackson's Way,boardgame,313,1992
6.61,5.97887,"Age of Reason,City Building,Renaissance","Family, Strategy",,5.979,57163,4,60,"Area Control / Area Influence,Hand Management,Route/Network Building,Simultaneous Action Selection,Tile Placement",8,2,30,760,60,Gonzaga,boardgame,760,2009
6.39,5.97777,"Card Game,Deduction,Number","Family, Party",,5.978,142325,6,15,Betting/Wagering,9,3,15,1141,15,Kobayakawa,boardgame,1141,2013
6.36,5.97769,"Animals,Card Game,Dice",Family,Evolution,5.978,71021,4,60,"Dice Rolling,Hand Management",12,2,30,1420,60,Evolution: The Origin of Species,boardgame,1420,2010
6.39,5.97726,"American West,Animals,Territory Building",Strategy,Country: USA,5.977,21287,4,90,"Action Point Allowance System,Area Control / Area Influence,Area Movement,Modular Board,Tile Placement",10,2,90,1158,90,Bison: Thunder on the Prairie,boardgame,1158,2006
6.38,5.97718,"Bluffing,Children's Game,Horror",Family,Ghosts,5.977,2290,2,15,"Grid Movement,Secret Unit Deployment",6,2,15,1189,15,Ghosts!,boardgame,1189,1980
6.76,5.97702,"Bluffing,Card Game,Renaissance","Family, Strategy",,5.977,148291,3,25,"Hand Management,Simultaneous Action Selection,Take That,Variable Player Powers",13,3,25,598,25,Trieste,boardgame,598,2013
7.47,5.97678,"Wargame,World War II",Wargames,"Standard Combat Series,World War 2: Battle of the Bulge",5.977,35669,2,300,"Dice Rolling,Hex-and-Counter",0,2,300,313,300,Bastogne: Screaming Eagles under Siege,boardgame,313,2009
6.75,5.97675,Medieval,Strategy,"Admin: Better Description Needed!,LUDO",5.977,105187,5,120,"Area Control / Area Influence,Auction/Bidding,Worker Placement",12,2,60,610,120,MIL (1049),boardgame,610,2011
6.23,5.97675,Card Game,"Family, Strategy","Asian Theme,Fantasy Flight Silver Line Games,Hong Kong",5.977,22198,5,30,"Area Control / Area Influence,Hand Management",10,2,30,1816,30,Great Wall of China,boardgame,1816,2006
8.05,5.97674,"Wargame,World War II",Wargames,Operational Combat Series,5.977,13532,2,4500,"Dice Rolling,Hex-and-Counter,Simulation",12,2,4500,236,4500,Guderian's Blitzkrieg II,boardgame,236,2001
8.17,5.97658,"Medieval,Miniatures,Sports,Wargame",Uncategorized,"Crowdfunding: Kickstarter,Fantasy Sports,Sports: Football / Soccer",5.977,155451,2,60,"Action Point Allowance System,Dice Rolling",0,2,60,241,60,Guild Ball,boardgame,241,2015
7.84,5.97597,"Bluffing,Card Game,Mafia,Negotiation",Thematic,"Crowdfunding: Wspieram,Quined Master Print Edition Series",5.976,151771,5,90,"Dice Rolling,Hand Management,Partnerships",16,3,90,265,90,La Cosa Nostra,boardgame,265,2014
7.31,5.97581,"Wargame,World War II",Wargames,"Country: Russia,Standard Combat Series",5.976,12140,2,180,Hex-and-Counter,15,2,180,374,180,Stalingrad Pocket II,boardgame,374,1996
6.93,5.97566,"Bluffing,Humor,Party Game,Trivia,Word Game",Party,"Dictionary Games,Nobody is Perfect",5.976,8829,10,45,,14,3,45,509,45,Nobody is Perfect,boardgame,509,1992
6.58,5.97549,"Ancient,Civilization,Mythology",Strategy,Atlantis,5.975,92120,6,60,"Co-operative Play,Dice Rolling,Press Your Luck,Variable Player Powers,Worker Placement",13,2,60,769,60,Atlantis Rising,boardgame,769,2012
7.83,5.97497,"Collectible Components,Dice,Fantasy,Fighting",Uncategorized,"Animals: Dragons,CDGs (Collectible Dice Games),Dice Masters,Dungeons & Dragons,Quarriors Pool Building system",5.975,183572,2,60,"Deck / Pool Building,Dice Rolling,Variable Player Powers",14,2,60,258,60,Dungeons & Dragons Dice Masters: Faerûn Under Siege,boardgame,258,2016
7.16,5.97424,"Humor,Mature / Adult,Party Game,Real-time",Uncategorized,,5.974,173761,8,30,"Line Drawing,Paper-and-Pencil",17,4,20,418,30,Telestrations After Dark,boardgame,418,2015
6.89,5.97416,"Animals,Exploration,Transportation",Family,Safari,5.974,156,6,60,"Point to Point Movement,Route/Network Building",10,2,60,518,60,Wildlife Adventure,boardgame,518,1985
7.40,5.97387,"Dice,Fantasy",Uncategorized,Admin: Unreleased Games,5.974,194594,4,40,"Deck / Pool Building,Dice Rolling",10,2,40,361,40,Dice Forge,boardgame,361,2017
7.84,5.97383,"Wargame,World War II",Wargames,Country: France,5.974,32838,8,240,"Dice Rolling,Hex-and-Counter,Simulation",0,2,240,265,240,The Battle for Normandy,boardgame,265,2009
6.76,5.97382,Economic,"Family, Strategy","Crowdfunding: Kickstarter,Queen Yellow Wave Box Series",5.974,1036,6,45,"Commodity Speculation,Dice Rolling,Stock Holding",10,3,45,583,45,Speculation,boardgame,583,1992
6.22,5.97356,"Ancient,Mythology",Strategy,"Admin: Better Description Needed!,Country: Greece,Kosmos two-player series",5.974,4529,2,60,"Area Control / Area Influence,Hand Management,Tile Placement",12,2,45,1944,60,Hellas,boardgame,1944,2002
6.38,5.97318,"Bluffing,Fighting,Medieval","Family, Strategy","Country: Sweden,Vikings",5.973,6281,6,60,"Action / Movement Programming,Hand Management,Secret Unit Deployment,Simultaneous Action Selection,Worker Placement",8,3,45,1166,60,Eketorp,boardgame,1166,2003
6.30,5.97289,"Dice,Racing",Family,,5.973,357,6,30,"Dice Rolling,Press Your Luck",8,3,30,1361,30,Excape,boardgame,1361,1998
7.39,5.9725,"Animals,Card Game,Prehistoric",Thematic,"Animals: Dinosaurs,Crowdfunding: Kickstarter",5.973,156266,6,290,Deck / Pool Building,14,1,45,360,290,Apex Theropod Deck-Building Game,boardgame,360,2015
6.52,5.97205,"Ancient,Civilization,Nautical,Negotiation",Strategy,"Country: Lebanon,Spiele für viele",5.972,3230,4,90,Trading,10,3,90,829,90,Tyros,boardgame,829,2002
7.68,5.97195,"Pike and Shot,Wargame",Wargames,"Age of Kings,Musket & Pike Battle Series,Solitaire Games,Solitaire Wargames",5.972,17651,2,300,"Dice Rolling,Hex-and-Counter,Simulation",12,2,300,274,300,Under the Lily Banners,boardgame,274,2005
7.25,5.97147,"Civil War,Wargame",Wargames,"Country: Russia,Russian Civil War",5.971,2998,2,360,"Chit-Pull System,Hex-and-Counter",12,1,360,377,360,Reds! The Russian Civil War 1918-1921,boardgame,377,2001
7.37,5.97133,Racing,Uncategorized,,5.971,217372,4,60,"Area Movement,Card Drafting,Deck / Pool Building,Grid Movement",10,2,30,340,60,The Quest for El Dorado,boardgame,340,2017
6.22,5.97106,"Card Game,Modern Warfare,Negotiation,Political",Thematic,"Crowdfunding: Kickstarter,Nuclear War",5.971,713,6,60,"Action / Movement Programming,Take That",10,2,60,2541,60,Nuclear War,boardgame,2541,1965
7.44,5.97077,"Vietnam War,Wargame",Wargames,"Country: Vietnam,Lock 'n Load",5.971,6542,2,60,Hex-and-Counter,12,2,60,340,60,Lock 'n Load: Forgotten Heroes – Vietnam,boardgame,340,2003
6.55,5.97037,Card Game,Strategy,"AEG: Big in Japan,AEG: Pocket Game,Asian Theme,Country: Japan",5.970,75789,6,30,"Hand Management,Variable Player Powers",14,3,30,833,30,Mai-Star,boardgame,833,2010
6.60,5.9702,"Card Game,Economic,Nautical","Family, Strategy",,5.970,32114,4,30,"Hand Management,Trading",12,2,30,725,30,Merchants,boardgame,725,2007
6.63,5.96979,"Deduction,Horror,Murder/Mystery",Party,Werewolf / Mafia,5.970,140457,12,60,"Partnerships,Role Playing,Variable Player Powers,Voting",8,3,30,734,60,Ultimate Werewolf: Inquisition,boardgame,734,2013
7.45,5.96941,"Puzzle,Real-time",Strategy,Crowdfunding: Kickstarter,5.969,183284,5,40,"Route/Network Building,Tile Placement",11,1,20,311,40,Factory Funner,boardgame,311,2016
6.64,5.96932,"Fantasy,Fighting,Humor",Uncategorized,,5.969,193840,8,60,"Action / Movement Programming,Simultaneous Action Selection,Time Track,Variable Player Powers",10,2,60,699,60,The Dragon & Flagon,boardgame,699,2016
6.43,5.96918,Dice,Family,,5.969,1459,6,10,"Dice Rolling,Press Your Luck",10,2,10,1041,10,Sharp Shooters,boardgame,1041,1994
6.37,5.96912,"Card Game,Print & Play",Abstract,Crowdfunding: Kickstarter,5.969,153999,2,45,"Co-operative Play,Hand Management,Point to Point Movement",12,2,30,1165,45,"...and then, we held hands.",boardgame,1165,2015
6.62,5.96879,"American Civil War,Card Game,Educational,Political,Science Fiction","Family, Thematic","Chrononauts,Solitaire Games,Time Travel",5.969,9825,6,45,Modular Board,11,1,45,776,45,Early American Chrononauts,boardgame,776,2004
6.74,5.96811,"Civilization,Medieval",Strategy,Vikings,5.968,24843,5,90,"Modular Board,Partnerships,Voting",12,3,90,603,90,Graenaland,boardgame,603,2006
6.55,5.96774,"Animals,Card Game",Family,Noah,5.968,116858,5,30,Hand Management,7,2,30,851,30,Noah,boardgame,851,2012
6.42,5.96746,"Racing,Real-time,Science Fiction,Space Exploration",Family,"Asteroids,Ystari originals",5.967,65200,6,30,"Action / Movement Programming,Dice Rolling,Grid Movement,Modular Board,Partnerships,Player Elimination,Set Collection,Simultaneous Action Selection,Variable Player Powers",10,2,30,1018,30,Asteroyds,boardgame,1018,2010
6.75,5.96713,Party Game,Party,Kaleidos,5.967,545,12,60,Pattern Recognition,10,2,60,583,60,Kaleidos,boardgame,583,1994
6.80,5.96693,"Animals,Card Game",Uncategorized,Animals: Penguins,5.967,190639,5,20,"Area Control / Area Influence,Hand Management,Memory,Simultaneous Action Selection,Trading",7,2,20,543,20,Zany Penguins,boardgame,543,2016
6.68,5.96668,"Aviation / Flight,Economic,Transportation",Strategy,,5.967,119337,5,120,"Area Control / Area Influence,Card Drafting,Dice Rolling,Point to Point Movement,Route/Network Building",14,3,120,648,120,Aeroplanes: Aviation Ascendant,boardgame,648,2012
6.44,5.96635,"Ancient,Exploration",Family,Lost Cities,5.966,41003,4,15,"Press Your Luck,Set Collection,Tile Placement",7,2,15,922,15,Keltis: Der Weg der Steine Mitbringspiel,boardgame,922,2009
6.64,5.96606,"Adventure,Card Game,Collectible Components,Fighting,Horror,Novel-based",Customizable,"CCGs (Collectible Card Games),Cthulhu Mythos,Solitaire Games",5.966,1800,10,45,Set Collection,10,1,45,733,45,Mythos,boardgame,733,1996
6.83,5.96606,"Bluffing,Children's Game,Dice,Fantasy",Children's,,5.966,130792,4,25,"Dice Rolling,Roll / Spin and Move",5,2,15,532,25,The Enchanted Tower,boardgame,532,2012
7.59,5.96591,"Card Game,Fantasy,Fighting,Video Game Theme",Uncategorized,"Crowdfunding: Kickstarter,Pixel Tactics,World of Indines",5.966,169274,4,45,"Hand Management,Variable Player Powers",12,2,45,285,45,Pixel Tactics Deluxe,boardgame,285,2015
7.52,5.96573,"Wargame,World War II",Wargames,Krieg Series,5.966,4258,3,360,"Action / Movement Programming,Dice Rolling,Hex-and-Counter,Simulation",12,2,360,314,360,Totaler Krieg!,boardgame,314,1999
6.35,5.96563,"Adventure,Exploration,Fantasy,Fighting,Medieval",Thematic,Solitaire Games,5.966,29581,6,90,"Dice Rolling,Modular Board,Secret Unit Deployment",12,1,90,1296,90,Tomb,boardgame,1296,2008
6.96,5.96559,"Card Game,City Building,Dice",Uncategorized,Machi Koro,5.966,205494,5,30,"Card Drafting,Dice Rolling",10,2,30,538,30,"Machi Koro: Bright Lights, Big City",boardgame,538,2016
6.40,5.96553,"Bluffing,Card Game,Science Fiction","Strategy, Thematic",Cosmic Encounter,5.966,40531,4,60,Variable Player Powers,0,2,60,1109,60,Cosmic Encounter,boardgame,1109,2000
6.78,5.96549,"Abstract Strategy,Medieval,Territory Building","Abstract, Strategy",Crowdfunding: Kickstarter,5.965,96704,4,30,"Area Control / Area Influence,Area Enclosure,Hand Management,Modular Board,Simultaneous Action Selection",0,2,30,556,30,Fealty,boardgame,556,2011
6.59,5.96525,Prehistoric,Strategy,"Admin: Better Description Needed!,Evolution",5.965,2539,5,90,"Action Point Allowance System,Area Control / Area Influence,Auction/Bidding,Variable Player Powers",12,3,90,709,90,Urland,boardgame,709,2001
7.16,5.96473,Medieval,Strategy,"Asian Theme,Country: Japan,Ninja,Samurai",5.965,154173,2,30,"Area Control / Area Influence,Simultaneous Action Selection",14,2,15,399,30,7 Ronin,boardgame,399,2013
7.52,5.96471,"Aviation / Flight,Fantasy,Miniatures","Strategy, Thematic","Animals: Mice,Animals: Rats,Mice and Mystics",5.965,179820,4,90,"Action / Movement Programming,Dice Rolling",9,2,60,318,90,Tail Feathers,boardgame,318,2015
6.50,5.96463,"Fantasy,Racing,Sports",Family,"Admin: Better Description Needed!,Anime & Manga",5.965,24565,5,60,"Card Drafting,Roll / Spin and Move,Variable Player Powers",9,4,60,861,60,Magical Athlete,boardgame,861,2002
6.60,5.96451,"Card Game,Fantasy,Fighting,Humor,Movies / TV / Radio theme",Uncategorized,"Munchkin,TV Series: Adventure Time",5.965,146735,6,90,"Dice Rolling,Hand Management,Take That,Variable Player Powers",10,3,60,941,90,Munchkin Adventure Time,boardgame,941,2014
7.22,5.96407,"Economic,Wargame,World War I","Strategy, Wargames","Axis & Allies,Cities: Rome,Cities: Venice",5.964,133956,8,480,"Area Movement,Dice Rolling,Partnerships",12,2,480,465,480,Axis & Allies: WWI 1914,boardgame,465,2013
7.03,5.9639,"Card Game,Deduction,Spies/Secret Agents",Strategy,,5.964,756,6,60,Paper-and-Pencil,10,3,60,415,60,Black Vienna,boardgame,415,1987
7.20,5.96387,"Economic,Industry / Manufacturing",Strategy,Crowdfunding: Kickstarter,5.964,131449,5,150,"Area Control / Area Influence,Auction/Bidding,Commodity Speculation",13,3,90,372,150,Captains of Industry,boardgame,372,2015
6.53,5.96378,"Adventure,Collectible Components,Fantasy,Fighting,Miniatures",Customizable,"CMGs (Collectible Miniatures Games),Dungeons & Dragons",5.964,7929,2,60,"Dice Rolling,Role Playing",12,2,60,1001,60,Dungeons & Dragons Miniatures,boardgame,1001,2003
8.03,5.96369,"Korean War,Modern Warfare,Wargame",Wargames,"Country: Korea,Operational Combat Series",5.964,6581,2,360,"Dice Rolling,Hex-and-Counter,Simulation",16,2,360,226,360,Korea: The Forgotten War,boardgame,226,2003
7.11,5.96326,"Comic Book / Strip,Fantasy",Uncategorized,,5.963,144734,4,45,"Card Drafting,Tile Placement",12,2,30,437,45,Arcane Academy,boardgame,437,2016
7.25,5.96258,"Card Game,Comic Book / Strip",Strategy,"Cerberus Engine: Heroes,Comics: DC Universe,Superheroes",5.963,167763,5,75,Deck / Pool Building,15,2,45,402,75,DC Comics Deck-Building Game: Teen Titans,boardgame,402,2015
7.00,5.96211,Travel,Strategy,"Asian Theme,Country: Japan",5.962,61458,4,90,"Action Point Allowance System,Area Control / Area Influence,Hand Management",12,3,90,416,90,Kaigan,boardgame,416,2009
7.73,5.96137,"American Civil War,Wargame",Wargames,Great Campaigns of the American Civil War,5.961,4206,2,180,Hex-and-Counter,12,2,180,253,180,Roads to Gettysburg,boardgame,253,1993
6.46,5.96131,"Novel-based,Science Fiction,Wargame",Wargames,"Solitaire Games,Solitaire Wargames",5.961,670,2,120,"Hex-and-Counter,Secret Unit Deployment",12,1,120,1038,120,Starship Troopers,boardgame,1038,1976
7.68,5.9611,"Book,Miniatures,Wargame,World War II",Wargames,,5.961,127493,6,120,"Action Point Allowance System,Chit-Pull System,Dice Rolling,Variable Phase Order,Variable Player Powers",12,2,120,294,120,Bolt Action,boardgame,294,2012
7.40,5.96092,"Wargame,World War II",Wargames,"Country: France,Country: The Netherlands,Standard Combat Series",5.961,14080,2,360,"Dice Rolling,Hex-and-Counter",12,1,360,326,360,The Mighty Endeavor,boardgame,326,2005
8.40,5.96072,"Wargame,World War II",Wargames,Krieg Series,5.961,32989,3,3600,"Campaign / Battle Card Driven,Dice Rolling,Hex-and-Counter",12,1,3600,193,3600,Axis Empires: Totaler Krieg!,boardgame,193,2011
