avg_rate,bayesaverage,category,classificationtype,family,geek_rate,id,maxplayers,maxplaytime,mechanism,minage,minplayers,minplaytime,num_votes,playingtime,title,type,usersrated,yearpublished
6.08,5.62579,"Fighting,Medieval",Wargames,,5.626,13976,4,90,Simultaneous Action Selection,12,2,90,302,90,Feudo,boardgame,302,2004
7.29,5.62567,"Wargame,World War II",Wargames,"""Storm Over"" area impulse series",5.626,58625,2,180,Area-Impulse,0,2,180,70,180,Storm Over Normandy,boardgame,70,2015
6.51,5.62548,"Card Game,Trains",Uncategorized,Guild: Game Designers of North Carolina,5.625,162738,4,20,"Area Control / Area Influence,Modular Board,Pattern Building,Tile Placement",10,2,20,143,20,Light Rail,boardgame,143,2014
6.40,5.62543,"Dice,Fantasy,Fighting",Uncategorized,,5.625,37982,4,30,Dice Rolling,0,2,30,221,30,God Dice,boardgame,221,2008
6.37,5.62542,"Aviation / Flight,Wargame,World War II",Wargames,"Cities: London,Country: Czech Republic,Country: England,Country: Germany,Country: Poland",5.625,83092,2,15,"Dice Rolling,Hex-and-Counter,Simulation",10,2,15,189,15,303,boardgame,189,2010
7.02,5.62528,"Fighting,Miniatures,Science Fiction",Uncategorized,"Cartoons: 80's Cartoons,Kaiju,Monsters",5.625,67426,2,90,"Dice Rolling,Variable Player Powers",10,2,90,94,90,Monsterpocalypse: Voltron – Defender of the Universe Battle Game,boardgame,94,2010
6.05,5.62526,"Abstract Strategy,Bluffing,Deduction,Memory,Napoleonic",Abstract,Stratego Series,5.625,2978,4,45,"Area Movement,Memory,Partnerships,Secret Unit Deployment",8,2,45,315,45,Stratego 4,boardgame,315,1995
6.02,5.62521,"Exploration,Prehistoric,Puzzle,Real-time,Territory Building","Abstract, Family","Asian Theme,Tropical theme",5.625,4961,4,45,Tile Placement,10,1,45,291,45,Sunda to Sahul,boardgame,291,2002
6.18,5.62514,"Wargame,World War II",Wargames,,5.625,2995,2,0,"Action / Movement Programming,Hex-and-Counter",12,2,0,233,0,Sniper! (first edition),boardgame,233,1973
6.83,5.62513,"Science Fiction,Wargame",Wargames,Solar System,5.625,3637,3,45,Hex-and-Counter,12,2,45,108,45,Triplanetary,boardgame,108,1973
6.47,5.62513,"Abstract Strategy,Animals,Farming",Strategy,,5.625,159470,4,30,Variable Phase Order,12,2,30,146,30,Jungle Rumble,boardgame,146,2013
7.71,5.62511,"Ancient,Civilization,Negotiation",Strategy,,5.625,132416,7,150,"Area Control / Area Influence,Deck / Pool Building",12,4,150,69,150,Imperios Milenarios,boardgame,69,2012
6.13,5.62509,"Action / Dexterity,Card Game,Children's Game",Uncategorized,,5.625,156457,6,20,Pattern Recognition,6,2,20,245,20,Gloobz,boardgame,245,2014
7.15,5.62502,Economic,Uncategorized,,5.625,165022,4,90,"Auction/Bidding,Simulation,Simultaneous Action Selection",14,3,90,79,90,€uro Crisis,boardgame,79,2015
7.25,5.62499,Card Game,Uncategorized,"Jass,Traditional Card Games",5.625,26468,4,75,"Partnerships,Trick-taking",10,2,75,76,75,Klaverjassen,boardgame,76,1890
6.78,5.62497,"Card Game,Horror",Thematic,Cthulhu Mythos,5.625,1784,2,60,Storytelling,10,2,60,118,60,Dark Cults,boardgame,118,1983
6.68,5.62494,Abstract Strategy,Abstract,,5.625,585,4,20,Tile Placement,10,2,20,113,20,Kardinal,boardgame,113,2000
6.20,5.62486,Card Game,Strategy,,5.625,4421,4,60,Action Point Allowance System,12,2,60,205,60,Ad Acta,boardgame,205,2002
6.26,5.62477,"Animals,Card Game,Humor",Uncategorized,Animals: Ducks,5.625,59161,6,40,Hand Management,10,3,40,190,40,Sitting Ducks Deluxe,boardgame,190,2009
6.25,5.62474,"Ancient,Territory Building",Uncategorized,,5.625,142364,5,45,"Grid Movement,Hand Management,Tile Placement",10,1,45,196,45,Palmyra,boardgame,196,2013
5.83,5.62474,"Abstract Strategy,Dice","Abstract, Family",Looney Pyramids,5.625,21955,4,20,"Dice Rolling,Pattern Building,Roll / Spin and Move",8,2,20,782,20,Treehouse,boardgame,782,2006
5.89,5.62473,"Animals,Dice,Fantasy",Family,"Animals: Cattle,Kniffel",5.625,2541,2,30,"Dice Rolling,Roll / Spin and Move",8,2,30,569,30,Cosmic Cows,boardgame,569,2001
6.01,5.62468,"Adventure,Card Game,Deduction,Fantasy,Fighting,Music","Strategy, Thematic",,5.625,9108,5,90,"Card Drafting,Hand Management,Role Playing,Variable Phase Order,Variable Player Powers",10,3,90,328,90,Masquerade,boardgame,328,2003
8.08,5.62466,"Wargame,World War II",Wargames,World War 2: Battle of the Bulge,5.625,144607,2,480,Hex-and-Counter,0,0,480,49,480,Designer Edition Bitter Woods,boardgame,49,2014
6.36,5.62463,Card Game,Uncategorized,"Crowdfunding: Kickstarter,Pack O Game",5.625,158915,4,15,"Auction/Bidding,Hand Management,Set Collection",10,2,15,167,15,GEM,boardgame,167,2015
5.97,5.62459,"Party Game,Trivia",Uncategorized,Trivial Pursuit,5.625,72448,6,60,"Betting/Wagering,Roll / Spin and Move",16,2,60,397,60,Trivial Pursuit: Bet You Know It,boardgame,397,2010
7.35,5.62457,"Post-Napoleonic,Wargame",Wargames,Victory Point Games States of Siege Series,5.625,99935,1,50,"Action Point Allowance System,Campaign / Battle Card Driven,Chit-Pull System,Dice Rolling,Point to Point Movement",13,1,50,83,50,Keep Up The Fire!,boardgame,83,2011
6.68,5.62449,"Adventure,American Revolutionary War,American West,Card Game",Uncategorized,"Admin: Unreleased Games,Crowdfunding: Kickstarter",5.624,146197,7,90,"Hand Management,Partnerships,Simultaneous Action Selection,Storytelling",13,3,90,119,90,Legends of the American Frontier,boardgame,119,2016
7.09,5.62442,"Wargame,World War II",Wargames,"Country: Finland,Europa Series",5.624,5827,2,360,"Dice Rolling,Hex-and-Counter",12,2,360,96,360,A Winter War,boardgame,96,1992
7.19,5.62442,"Abstract Strategy,Bluffing,Deduction",Abstract,Video Tape Box Games,5.624,1890,2,45,"Grid Movement,Secret Unit Deployment,Trading",8,2,45,81,45,Plateau,boardgame,81,1986
8.44,5.62442,"Comic Book / Strip,Horror,Zombies",Uncategorized,Crowdfunding: Kickstarter,5.624,178754,5,120,"Action Point Allowance System,Co-operative Play,Dice Rolling",15,1,40,69,120,Z War One: Damnation,boardgame,69,2016
7.02,5.62427,"Card Game,Horror,Science Fiction",Uncategorized,Crowdfunding: Kickstarter,5.624,159405,4,60,"Co-operative Play,Deck / Pool Building,Point to Point Movement",14,1,60,89,60,The Shadow Over Westminster,boardgame,89,2015
6.23,5.62426,"Adventure,Exploration,Fighting,Pirates,Prehistoric",Thematic,"Animals: Dinosaurs,Crowdfunding: Kickstarter",5.624,73472,6,90,"Dice Rolling,Hand Management,Memory,Variable Player Powers",11,2,90,208,90,Pirates vs. Dinosaurs,boardgame,208,2013
6.16,5.62413,"Action / Dexterity,Children's Game,Collectible Components,Movies / TV / Radio theme,Science Fiction",Customizable,"CMGs (Collectible Miniatures Games),Star Wars",5.624,17274,2,10,,8,2,10,272,10,Attacktix Battle Figure Game: Star Wars,boardgame,272,2005
6.39,5.62412,"Card Game,City Building,Fighting,Medieval",Strategy,,5.624,129029,3,20,Hand Management,10,2,20,186,20,Brawling Barons,boardgame,186,2012
8.65,5.62406,"Napoleonic,Wargame",Uncategorized,,5.624,200247,6,600,Hex-and-Counter,14,1,60,49,600,Austerlitz 1805: Rising Eagles,boardgame,49,2016
7.10,5.62405,"Party Game,Word Game",Uncategorized,,5.624,145609,6,15,,8,3,15,84,15,Stinker,boardgame,84,2015
6.46,5.62405,"Napoleonic,Wargame",Wargames,,5.624,8954,4,300,"Chit-Pull System,Dice Rolling,Hex-and-Counter,Variable Phase Order",12,1,300,164,300,The Battles of Waterloo,boardgame,164,1994
7.88,5.62397,"Wargame,World War II",Uncategorized,,5.624,158888,2,150,"Action Point Allowance System,Area Movement,Area-Impulse,Dice Rolling",14,2,150,57,150,Race to Berlin,boardgame,57,2015
6.17,5.62393,"Action / Dexterity,Children's Game,Movies / TV / Radio theme,Racing","Children's, Family","Celebrities: Walt Disney,Pixar Cars,Sorry!,Sports: Auto Racing",5.624,98529,4,15,,6,2,15,216,15,Disney Pixar Cars 2 Sorry Sliders: World Grand Prix Race Edition,boardgame,216,2011
6.88,5.62387,"Ancient,Card Game,Religious","Family, Strategy","Bible Games,Cities: Jerusalem (Israel),Country: Israel",5.624,129225,4,45,"Area Control / Area Influence,Auction/Bidding,Modular Board,Worker Placement",10,2,45,101,45,Nehemiah,boardgame,101,2014
6.97,5.62386,"Fantasy,Fighting,Miniatures,Video Game Theme",Uncategorized,Crowdfunding: Kickstarter,5.624,174584,8,150,"Co-operative Play,Modular Board,Role Playing,Variable Player Powers",14,1,60,103,150,Orcs Must Die! The Board Game: Order Edition,boardgame,103,2016
7.38,5.62384,"American Civil War,Wargame",Wargames,"Civil War, Brigade (CWB) Series",5.624,4364,2,240,Hex-and-Counter,12,1,240,75,240,Gaines Mill,boardgame,75,1997
7.92,5.62382,"Comic Book / Strip,Dice,Fighting,Miniatures,Movies / TV / Radio theme,Video Game Theme",Uncategorized,Comics: DC Universe,5.624,137141,2,60,"Action Point Allowance System,Dice Rolling,Variable Player Powers",12,2,60,63,60,Batman Miniature Game,boardgame,63,2012
6.63,5.62373,"Card Game,Fantasy,Medieval,Number,Political",Uncategorized,,5.624,175763,4,30,"Card Drafting,Line Drawing,Press Your Luck,Set Collection,Take That",8,2,20,132,30,Behind the Throne,boardgame,132,2016
6.81,5.62363,"Dice,Trains",Uncategorized,,5.624,182704,5,45,"Card Drafting,Dice Rolling,Paper-and-Pencil,Pick-up and Deliver,Route/Network Building",10,2,30,97,45,SteamRollers,boardgame,97,2015
6.37,5.62358,"Economic,Farming,Industry / Manufacturing","Family, Strategy","Country: Italy,Wine Games",5.624,72269,5,45,"Area Control / Area Influence,Commodity Speculation,Modular Board,Stock Holding,Trading",10,2,45,177,45,Toscana,boardgame,177,2010
6.15,5.62354,"Action / Dexterity,Humor",Party,Beer,5.624,44558,5,15,Tile Placement,6,2,15,236,15,Beer & Pretzels,boardgame,236,2009
7.21,5.62345,"American Civil War,Miniatures,Wargame",Wargames,,5.623,4510,2,360,"Campaign / Battle Card Driven,Secret Unit Deployment,Simultaneous Action Selection",12,2,360,82,360,Johnny Reb III,boardgame,82,1996
6.30,5.62336,"Economic,Nautical,Pirates","Family, Strategy",Admin: Better Description Needed!,5.623,461,4,60,"Area Control / Area Influence,Hand Management",9,2,60,179,60,Freibeuter,boardgame,179,1998
6.21,5.62333,"Adventure,Deduction,Fantasy",Uncategorized,,5.623,1738,6,90,Role Playing,12,4,90,223,90,Castle of Magic,boardgame,223,1991
6.91,5.62333,Dice,Uncategorized,Crowdfunding: Kickstarter,5.623,201046,6,20,"Dice Rolling,Press Your Luck,Take That",8,2,10,150,20,Dice of Crowns,boardgame,150,2016
7.08,5.62324,Fantasy,Uncategorized,Crowdfunding: Kickstarter,5.623,180977,4,60,"Deck / Pool Building,Hand Management,Partnerships",8,2,30,89,60,Magecraft,boardgame,89,2016
6.01,5.62321,"Economic,Industry / Manufacturing",Uncategorized,"3D Games,Oil, Gas, and Petroleum",5.623,2608,4,60,"Area Control / Area Influence,Modular Board,Player Elimination,Trading",9,2,60,385,60,King Oil,boardgame,385,1974
6.57,5.62316,"Ancient,Children's Game",Children's,Country: Egypt,5.623,60245,4,10,"Dice Rolling,Pattern Building,Tile Placement",5,2,10,126,10,Mummy's Treasure,boardgame,126,2009
7.45,5.62308,Economic,Uncategorized,"Circus,MS Jogos Numbered Series",5.623,128999,5,50,"Card Drafting,Hand Management,Set Collection,Variable Player Powers",10,3,50,64,50,Gran Circo,boardgame,64,2012
6.24,5.62302,"Action / Dexterity,Children's Game,Nautical,Party Game",Children's,,5.623,964,5,30,,8,2,30,186,30,Kapitän Wackelpudding,boardgame,186,1994
7.46,5.62289,"Wargame,World War II",Wargames,Country: Ukraine,5.623,10376,2,240,"Dice Rolling,Hex-and-Counter",0,1,240,69,240,Ring of Fire,boardgame,69,1994
7.44,5.62286,"Adventure,Miniatures,Science Fiction,Space Exploration,Territory Building",Strategy,Crowdfunding: Kickstarter,5.623,172006,5,150,"Area Control / Area Influence,Grid Movement,Modular Board,Pick-up and Deliver,Take That,Variable Player Powers",13,2,90,80,150,Shadowstar Corsairs,boardgame,80,2016
6.08,5.62281,"Card Game,Medieval",Uncategorized,The Legend of King Arthur and the Knights of the Round Table,5.623,13933,4,30,"Card Drafting,Set Collection",12,2,30,263,30,Im Auftrag des Königs,boardgame,263,2004
6.31,5.62278,Abstract Strategy,Abstract,"Chess Games,Looney Pyramids",5.623,19803,4,20,Grid Movement,8,2,20,172,20,Martian Chess,boardgame,172,1995
6.44,5.62271,"Adventure,Dice,Fantasy",Uncategorized,"LEGO,LEGO Games,LEGO Heroica",5.623,116877,3,20,"Dice Rolling,Modular Board,Roll / Spin and Move",8,2,20,146,20,Heroica: Ilrion,boardgame,146,2012
7.74,5.62255,Abstract Strategy,Abstract,Animals: Elephants,5.623,9673,2,30,"Area Movement,Pick-up and Deliver",10,2,30,56,30,Black Elephant,boardgame,56,2004
6.46,5.62252,"American Civil War,Card Game,Collectible Components,Dice,Wargame","Customizable, Wargames","CCGs (Collectible Card Games),Dixie: American Civil War Card Game",5.623,23829,2,60,"Area Control / Area Influence,Area Movement,Dice Rolling,Hand Management,Secret Unit Deployment",12,2,60,149,60,Dixie: Shiloh,boardgame,149,1994
7.63,5.62251,"Adventure,Fantasy,Miniatures,Religious,Renaissance",Wargames,,5.623,23977,2,60,Dice Rolling,15,2,60,69,60,Hell Dorado,boardgame,69,2006
5.86,5.62248,"Fighting,Horror,Zombies",Thematic,...in my Pocket,5.622,41372,8,30,"Co-operative Play,Player Elimination,Simultaneous Action Selection",11,1,30,496,30,Zombie in my Pocket,boardgame,496,2010
7.01,5.62245,"Nautical,Racing",Family,Sports: Sailing,5.622,1757,6,60,,12,2,60,89,60,Yacht Race,boardgame,89,1960
6.17,5.62241,Card Game,Uncategorized,Fluxx,5.622,162378,5,20,Hand Management,8,2,20,240,20,Holiday Fluxx,boardgame,240,2014
6.44,5.62238,"Action / Dexterity,Children's Game,Party Game",Children's,"Animals: Bears,HABA Mitbringspiele series",5.622,3977,6,20,"Dice Rolling,Roll / Spin and Move",5,2,20,141,20,Strong Stuff!,boardgame,141,2002
6.41,5.62237,"Nautical,Racing,Sports",Strategy,Sports: Sailing,5.622,22684,5,60,Simulation,14,2,60,171,60,Race the Wind,boardgame,171,2007
7.40,5.62236,Sports,Uncategorized,Sports: Football / Soccer,5.622,144228,2,90,"Area Movement,Dice Rolling,Simulation",12,2,90,73,90,FUBA,boardgame,73,2013
6.19,5.62233,"Card Game,Collectible Components,Novel-based,Science Fiction",Customizable,"CCGs (Collectible Card Games),Dune",5.622,3851,8,60,,0,2,60,214,60,Dune CCG,boardgame,214,1997
6.71,5.62228,"Card Game,Deduction,Educational,Horror",Uncategorized,"Admin: Unreleased Games,Crowdfunding: Kickstarter,States: Massachusetts",5.622,35395,7,180,"Pattern Recognition,Simulation,Simultaneous Action Selection,Variable Phase Order,Voting",14,3,90,123,180,Salem,boardgame,123,2016
6.85,5.62227,"Card Game,Fantasy,Number",Uncategorized,Crowdfunding: Kickstarter,5.622,184117,6,45,"Hand Management,Take That",14,2,20,106,45,ManaSurge,boardgame,106,2016
7.52,5.62215,"Medieval,Wargame",Wargames,Au fil de l'épée ,5.622,72298,2,0,Hex-and-Counter,0,2,0,68,0,Le Lion et l'Epée,boardgame,68,2010
6.80,5.6221,"Dice,Fighting,Wargame,World War I",Wargames,Standard Combat Series,5.622,9803,2,180,"Dice Rolling,Hex-and-Counter",12,2,180,102,180,Operation Michael,boardgame,102,2002
6.94,5.62207,"Bluffing,Card Game,Humor,Party Game,Trivia",Uncategorized,Anno Domini,5.622,17924,8,30,Card Drafting,10,2,30,90,30,Anno Domini: Frauen,boardgame,90,1999
7.26,5.62207,"Wargame,World War II",Wargames,Europa Series,5.622,3766,2,1440,Hex-and-Counter,12,2,60,90,1440,Second Front,boardgame,90,1994
7.31,5.62206,"Napoleonic,Wargame",Wargames,Campaigns of Napoleon System: 2x Series,5.622,23400,4,180,"Action Point Allowance System,Hex-and-Counter",12,2,180,74,180,Napoleon at the Crossroads,boardgame,74,2006
6.38,5.62202,Racing,Uncategorized,Sports: Horse Racing,5.622,593,5,60,Betting/Wagering,9,2,60,159,60,Favoriten,boardgame,159,1989
6.13,5.62201,"Card Game,Dice",Uncategorized,,5.622,87893,5,30,Dice Rolling,8,2,30,219,30,Take It or Leave It,boardgame,219,2010
5.88,5.622,"Card Game,Economic","Family, Strategy",,5.622,20847,6,60,"Commodity Speculation,Hand Management,Stock Holding",10,2,60,512,60,Take Stock,boardgame,512,2006
6.60,5.62197,Party Game,Uncategorized,"Magazine: Dragon,Play Dough/Clay Games",5.622,9300,12,30,,6,2,30,125,30,Clay-O-Rama,boardgame,125,1987
5.74,5.62173,Card Game,"Party, Thematic",Chez Geek,5.622,553,5,60,"Set Collection,Take That,Variable Player Powers",13,2,60,3909,60,Chez Geek,boardgame,3909,1999
6.01,5.62157,"Bluffing,Nautical","Family, Strategy",,5.622,305,6,60,"Stock Holding,Trading",12,3,60,279,60,Der Fliegende Holländer,boardgame,279,1992
6.47,5.62152,"Age of Reason,City Building,Medieval","Strategy, Thematic",Crowdfunding: Kickstarter,5.622,148144,5,90,"Auction/Bidding,Simulation,Tile Placement,Variable Player Powers",10,3,90,174,90,Dreaming Spires,boardgame,174,2014
6.86,5.62149,"Nautical,Wargame,World War II",Wargames,War at Sea,5.621,31198,2,180,"Area Movement,Simulation",0,2,180,94,180,War at Sea (third edition),boardgame,94,2007
6.72,5.62148,"Card Game,Dice,Fantasy,Fighting,Sports",Uncategorized,,5.621,87141,4,50,"Area Movement,Campaign / Battle Card Driven,Dice Rolling",13,2,50,132,50,ScrumBrawl,boardgame,132,2011
6.55,5.62147,"Fantasy,Fighting,Movies / TV / Radio theme",Uncategorized,Munchkin,5.621,180816,6,120,"Dice Rolling,Trading,Variable Player Powers",10,3,60,140,120,Munchkin: The Nightmare Before Christmas,boardgame,140,2015
7.76,5.62139,"Adventure,Comic Book / Strip,Fighting",Uncategorized,Superheroes,5.621,20731,4,60,"Card Drafting,Modular Board,Role Playing,Variable Player Powers",9,2,60,64,60,Capes & Cowls: The Superhero Board Game,boardgame,64,2006
6.55,5.62138,Deduction,Uncategorized,,5.621,204886,6,0,"Roll / Spin and Move,Set Collection",10,2,0,150,0,Suspicion,boardgame,150,2016
6.75,5.62137,"Pike and Shot,Wargame",Wargames,Age of Kings,5.621,10272,2,180,"Hex-and-Counter,Simulation",12,1,180,96,180,Thirty Years War Quad (second edition),boardgame,96,1995
6.72,5.62133,"Card Game,Travel",Uncategorized,"Admin: Better Description Needed!,Country: Korea,Tumblbug",5.621,183643,4,30,"Area Movement,Pick-up and Deliver,Set Collection",7,2,30,106,30,Jeju Island,boardgame,106,2015
6.21,5.6212,"Party Game,Trivia",Uncategorized,Trivial Pursuit,5.621,87904,6,60,Roll / Spin and Move,16,2,60,265,60,Trivial Pursuit: Master Edition,boardgame,265,2010
6.80,5.62119,"Card Game,Fantasy,Fighting,Horror",Uncategorized,"Admin: Better Description Needed!,Admin: Unreleased Games,Crowdfunding: Kickstarter",5.621,177542,2,30,"Deck / Pool Building,Hand Management,Variable Player Powers",10,2,20,109,30,Shuffle Heroes,boardgame,109,2015
6.28,5.62114,Card Game,Uncategorized,Tableau Building,5.621,133671,3,45,"Hand Management,Set Collection",13,2,45,207,45,A Fool's Fortune,boardgame,207,2012
6.85,5.62113,"Wargame,World War II",Wargames,Tank on Tank,5.621,67123,2,60,"Chit-Pull System,Dice Rolling,Hex-and-Counter",10,1,60,109,60,Tank on Tank,boardgame,109,2010
7.33,5.62105,"Korean War,Wargame",Wargames,Country: Korea,5.621,43196,2,600,"Dice Rolling,Hex-and-Counter",12,1,300,74,600,Yalu: The Chinese Counteroffensive in Korea: November 1950-May 1951 (second edition),boardgame,74,2010
6.86,5.62105,Trains,Strategy,"18xx,Country: USA",5.621,1208,5,180,"Route/Network Building,Stock Holding,Tile Placement",14,3,180,96,180,1851,boardgame,96,1998
6.55,5.62104,"American Civil War,Civil War,Wargame",Wargames,,5.621,5294,2,180,Hex-and-Counter,12,2,180,136,180,Fury in the West,boardgame,136,1977
6.58,5.62101,"Puzzle,Real-time",Uncategorized,,5.621,136284,5,20,Pattern Recognition,8,1,20,121,20,Uluru: Neuer Tumult am Ayers Rock,boardgame,121,2013
7.74,5.62088,Party Game,Uncategorized,,5.621,34139,9,300,Storytelling,16,9,300,53,300,Death Wears White,boardgame,53,2001
7.39,5.62086,"Dice,Fantasy",Uncategorized,Crowdfunding: Kickstarter,5.621,189506,4,180,"Area Control / Area Influence,Dice Rolling,Worker Placement",10,2,60,88,180,Fallen Angel,boardgame,88,2017
7.27,5.62086,"Card Game,Collectible Components,Movies / TV / Radio theme,Video Game Theme",Customizable,"Anime & Manga,CCGs (Collectible Card Games)",5.621,59576,2,25,Hand Management,0,2,25,83,25,Weiß Schwarz,boardgame,83,2007
5.81,5.62084,"Adventure,American West,Exploration","Family, Strategy",,5.621,15180,4,45,"Action Point Allowance System,Area Control / Area Influence,Hand Management",12,2,45,633,45,Go West!,boardgame,633,2005
6.26,5.62078,"Animals,Children's Game,Real-time",Uncategorized,Admin: Better Description Needed!,5.621,171541,4,10,"Action / Movement Programming,Pattern Building",5,2,10,186,10,Flying Kiwis,boardgame,186,2015
7.32,5.62075,"Nautical,Wargame,World War I,World War II",Wargames,,5.621,9360,3,120,Hex-and-Counter,12,2,120,67,120,The Royal Navy,boardgame,67,1984
6.52,5.62067,"Card Game,World War II",Wargames,Lightning Series,5.621,24078,2,30,"Hand Management,Simulation",9,2,30,130,30,Lightning: North Africa,boardgame,130,2006
6.16,5.62057,"Modern Warfare,Wargame",Wargames,,5.621,3707,4,60,"Area Movement,Secret Unit Deployment",12,2,60,277,60,Red Storm Rising,boardgame,277,1989
5.91,5.62057,"Card Game,Renaissance",Strategy,,5.621,3562,5,30,"Action Point Allowance System,Set Collection",10,2,15,417,30,Theophrastus,boardgame,417,2001
6.81,5.62052,"Abstract Strategy,Science Fiction,Space Exploration",Abstract,Take It...,5.621,60126,6,25,Tile Placement,0,1,25,94,25,Take it Higher!,boardgame,94,2009
6.61,5.62047,Card Game,Uncategorized,,5.620,153481,6,30,"Set Collection,Simultaneous Action Selection",8,2,30,116,30,Cherry Picking,boardgame,116,2014
7.08,5.62039,"Abstract Strategy,Animals",Uncategorized,"Animals: Dogs,Animals: Foxes,Sports: Hunting",5.620,207919,2,25,"Point to Point Movement,Variable Player Powers",13,2,15,89,25,Hounded,boardgame,89,2016
6.18,5.62033,Dice,Uncategorized,Admin: Better Description Needed!,5.620,144499,5,30,"Dice Rolling,Hand Management",8,2,30,206,30,Pasha,boardgame,206,2013
7.08,5.62031,"Age of Reason,Civilization,Fighting,Political,Territory Building",Uncategorized,,5.620,108429,7,150,"Area Control / Area Influence,Auction/Bidding,Dice Rolling",12,3,150,86,150,Age of Reason,boardgame,86,2011
6.19,5.62028,"Medieval,Negotiation",Uncategorized,Hong Kong,5.620,558,6,80,"Auction/Bidding,Hand Management,Route/Network Building,Voting",12,3,80,210,80,Der weiße Lotus,boardgame,210,2000
8.68,5.6202,"Educational,Medieval,Wargame",Uncategorized,"Country: England,Vikings",5.620,204516,4,120,"Area Control / Area Influence,Area Movement,Campaign / Battle Card Driven,Dice Rolling,Partnerships,Variable Phase Order,Variable Player Powers",10,2,60,47,120,878: Vikings – Invasions of England,boardgame,47,2017
7.15,5.6202,"Exploration,Fantasy,Nautical,Pirates,Transportation",Uncategorized,"Crowdfunding: Kickstarter,Crowdfunding: Spieleschmiede",5.620,163432,4,60,"Area Movement,Hand Management,Modular Board,Partnerships,Pick-up and Deliver,Take That",13,2,60,117,60,Tides of Infamy,boardgame,117,2015
6.99,5.62012,Action / Dexterity,Family,Finger Flicking Games,5.620,65565,6,20,Partnerships,6,2,20,79,20,Flicochet,boardgame,79,2010
6.81,5.62012,"Adventure,Card Game,Horror",Strategy,"Crowdfunding: Kickstarter,Cthulhu Mythos",5.620,161719,2,30,"Area Control / Area Influence,Hand Management,Set Collection",14,2,30,119,30,Rise of Cthulhu,boardgame,119,2015
7.72,5.62012,"Wargame,World War II",Wargames,Tactical Combat Series,5.620,59008,2,240,"Dice Rolling,Hex-and-Counter",12,2,240,57,240,Canadian Crucible: Brigade Fortress at Norrey,boardgame,57,2013
7.25,5.62012,Sports,Uncategorized,Sports: Football / Soccer,5.620,102159,2,60,"Roll / Spin and Move,Simulation",11,2,40,77,60,Champions 2020,boardgame,77,2011
6.65,5.62008,"Abstract Strategy,Animals,Card Game,Deduction",Uncategorized,Pack O Game,5.620,197178,4,10,"Area Control / Area Influence,Hand Management,Pick-up and Deliver,Press Your Luck,Set Collection,Stock Holding",10,2,10,110,10,DIG,boardgame,110,2016
6.72,5.62003,"Children's Game,Pirates",Uncategorized,Catan,5.620,184842,4,30,"Dice Rolling,Trading",6,2,30,106,30,Catan Junior,boardgame,106,2012
6.92,5.62001,Fantasy,Strategy,,5.620,144290,5,60,"Area Control / Area Influence,Modular Board,Set Collection,Time Track,Voting,Worker Placement",12,2,60,98,60,Intrigue City,boardgame,98,2013
6.78,5.61993,"Dice,Party Game",Uncategorized,Imagem & Ação,5.620,13512,16,60,"Line Drawing,Partnerships",8,4,60,101,60,Imagem & Ação 2,boardgame,101,2002
5.93,5.6199,"Abstract Strategy,Dice,Religious",Abstract,"Continent: Africa,Country: Egypt,Gammon",5.620,2399,2,30,"Dice Rolling,Roll / Spin and Move",6,2,30,481,30,Senet,boardgame,481,-3500
6.69,5.6199,"Adventure,Fantasy,Novel-based",Uncategorized,Tolkien Games,5.620,2157,8,120,Partnerships,13,2,120,125,120,Riddle of the Ring,boardgame,125,1982
6.36,5.6199,"Animals,Deduction,Memory",Uncategorized,"Animals: Cattle,Animals: Chickens,Animals: Fishes,Animals: Foxes,Animals: Geese,Animals: Horses,Animals: Pigs,Animals: Sheep,Animals: Snakes",5.620,172358,4,20,"Memory,Pattern Recognition",7,2,20,160,20,Master Fox,boardgame,160,2015
6.23,5.61985,"Science Fiction,Wargame",Wargames,BattleTech,5.620,3966,5,240,,10,2,240,207,240,The Succession Wars,boardgame,207,1987
5.98,5.61984,"Abstract Strategy,Puzzle,Video Game Theme","Abstract, Family","Mensa Select,Tetris",5.620,93185,4,15,Pattern Building,6,2,15,389,15,Tetris Link,boardgame,389,2011
6.83,5.61976,"Card Game,Collectible Components,Fantasy",Customizable,Solitaire Games,5.620,67878,6,60,"Co-operative Play,Hand Management,Trading,Variable Phase Order",13,1,60,134,60,Dungeon Crawler,boardgame,134,2010
6.84,5.61974,"Comic Book / Strip,Miniatures,Science Fiction",Thematic,"Crowdfunding: Kickstarter,Superheroes",5.620,140779,5,75,"Co-operative Play,Deck / Pool Building,Dice Rolling,Grid Movement,Hand Management,Modular Board,Variable Player Powers",14,2,75,126,75,Guardians' Chronicles,boardgame,126,2014
7.91,5.61972,"Wargame,World War II",Wargames,Advanced Tobruk System,5.620,10248,2,180,"Dice Rolling,Hex-and-Counter,Secret Unit Deployment,Simulation",12,2,180,55,180,Panther Line: Army Group North 1944,boardgame,55,2004
6.54,5.61971,"Economic,Trains,Transportation",Uncategorized,,5.620,24225,6,180,Roll / Spin and Move,13,2,180,154,180,Boxcars,boardgame,154,1974
6.14,5.61966,"Card Game,Educational",Uncategorized,Cardline,5.620,163277,8,15,,7,2,15,229,15,Cardline: Dinosaurs,boardgame,229,2014
